20200508_SD_Ucpdd_K1;TX001;TX002;TX003;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;
Box;Animal No.; Weight [g];Genotype;Sex;Measurement;
26/06/2013;16:30;30262145;male;100,0;88,0;31,0
16/04/2013;08:00;30254324;female;62,0;44,0;20,3
14/05/2014;18:30;30296991;female;104,0;84,0;21,0
15/01/2014;21:30;30283760;male;78,0;76,0;23,9
15/05/2014;02:45;30296991;female;91,0;90,0;21,0
12/07/2016;03:15;30377408;female;106,0;98,0;22,4
08/06/2016;01:00;30373521;female;102,0;90,0;21,7
07/06/2016;19:15;30373521;female;127,0;109,0;21,7
08/06/2016;02:45;30373521;female;80,0;70,0;21,7
15/01/2014;18:00;30283760;male;79,0;68,0;23,9
15/05/2014;02:00;30296991;female;53,0;47,0;21,0
15/04/2013;17:45;30254324;female;99,0;82,0;20,3
02/03/2017;07:30;30400692;female;69,0;56,0;20,9
07/06/2016;20:30;30373521;female;112,0;98,0;21,7
01/03/2017;13:00;30400692;female;114,0;95,0;20,9
26/06/2013;19:15;30262145;male;95,0;100,0;31,0
24/03/2017;03:15;30402755;female;81,0;77,0;26,1
26/06/2013;23:45;30262145;male;91,0;80,0;31,0
15/04/2013;15:15;30254324;female;70,0;62,0;20,3
01/06/2015;11:15;30334547;male;101,0;83,0;29,7
01/03/2017;15:45;30400692;female;89,0;75,0;20,9
07/02/2017;22:00;30398600;female;89,0;82,0;22,8
22/09/2014;21:00;30310817;male;97,0;78,0;29,2
22/09/2014;18:45;30310817;male;93,0;79,0;29,2
24/03/2017;06:45;30402755;female;103,0;100,0;26,1
30/06/2014;15:00;30302237;female;61,0;50,0;20,7
15/01/2014;12:45;30283760;male;66,0;56,0;23,9
08/06/2016;01:30;30373521;female;115,0;101,0;21,7
06/10/2016;04:15;30385951;female;93,0;84,0;20,1
14/03/2017;02:45;30401338;male;115,0;112,0;26,2
16/01/2014;02:15;30283760;male;56,0;52,0;23,9
02/06/2015;00:15;30334547;male;71,0;65,0;29,7
05/10/2016;16:00;30385951;female;76,0;64,0;20,1
23/03/2017;14:45;30402755;female;94,0;78,0;26,1
16/01/2014;07:45;30283760;male;66,0;58,0;23,9
15/04/2013;19:30;30254324;female;104,0;78,0;20,3
08/06/2016;05:00;30373521;female;91,0;79,0;21,7
23/03/2017;20:45;30402755;female;84,0;70,0;26,1
26/06/2013;12:00;30262145;male;96,0;82,0;31,0
01/07/2014;06:15;30302237;female;57,0;48,0;20,7
15/05/2014;01:00;30296991;female;65,0;62,0;21,0
11/07/2016;20:30;30377408;female;116,0;94,0;22,4
30/06/2014;19:45;30302237;female;99,0;101,0;20,7
01/07/2014;07:30;30302237;female;68,0;57,0;20,7
08/02/2017;07:15;30398600;female;84,0;84,0;22,8
27/06/2013;02:15;30262145;male;72,0;57,0;31,0
11/07/2016;14:30;30377408;female;103,0;83,0;22,4
14/03/2017;04:15;30401338;male;86,0;78,0;26,2
12/07/2016;03:45;30377408;female;79,0;74,0;22,4
14/05/2014;16:45;30296991;female;89,0;72,0;21,0
27/06/2013;04:15;30262145;male;66,0;50,0;31,0
07/02/2017;20:00;30398600;female;86,0;79,0;22,8
01/03/2017;20:15;30400692;female;107,0;93,0;20,9
01/06/2015;15:30;30334547;male;71,0;55,0;29,7
01/07/2014;04:00;30302237;female;59,0;57,0;20,7
15/01/2014;15:15;30283760;male;81,0;67,0;23,9
13/03/2017;14:45;30401338;male;93,0;78,0;26,2
05/10/2016;21:00;30385951;female;110,0;103,0;20,1
15/04/2013;17:30;30254324;female;97,0;82,0;20,3
14/05/2014;20:00;30296991;female;98,0;81,0;21,0
11/07/2016;22:45;30377408;female;100,0;82,0;22,4
23/03/2017;12:30;30402755;female;98,0;83,0;26,1
24/03/2017;08:30;30402755;female;85,0;78,0;26,1
02/03/2017;01:15;30400692;female;82,0;70,0;20,9
11/07/2016;13:15;30377408;female;100,0;81,0;22,4
08/02/2017;04:00;30398600;female;67,0;62,0;22,8
23/03/2017;17:15;30402755;female;104,0;85,0;26,1
26/06/2013;21:15;30262145;male;80,0;79,0;31,0
22/09/2014;12:15;30310817;male;97,0;79,0;29,2
08/06/2016;00:15;30373521;female;106,0;91,0;21,7
15/05/2014;08:00;30296991;female;74,0;69,0;21,0
07/06/2016;19:00;30373521;female;123,0;100,0;21,7
15/01/2014;17:00;30283760;male;74,0;59,0;23,9
22/09/2014;14:15;30310817;male;79,0;65,0;29,2
15/01/2014;13:15;30283760;male;84,0;71,0;23,9
14/05/2014;15:15;30296991;female;58,0;46,0;21,0
13/03/2017;21:45;30401338;male;86,0;83,0;26,2
30/06/2014;15:45;30302237;female;64,0;56,0;20,7
16/04/2013;07:30;30254324;female;67,0;49,0;20,3
23/09/2014;06:00;30310817;male;85,0;74,0;29,2
27/06/2013;06:15;30262145;male;70,0;55,0;31,0
24/03/2017;06:00;30402755;female;78,0;66,0;26,1
01/06/2015;15:15;30334547;male;63,0;49,0;29,7
07/02/2017;13:30;30398600;female;73,0;57,0;22,8
01/06/2015;13:30;30334547;male;71,0;55,0;29,7
22/09/2014;17:00;30310817;male;116,0;99,0;29,2
14/05/2014;12:45;30296991;female;79,0;66,0;21,0
01/03/2017;18:30;30400692;female;115,0;93,0;20,9
16/04/2013;05:30;30254324;female;79,0;75,0;20,3
15/01/2014;13:45;30283760;male;87,0;71,0;23,9
15/01/2014;13:30;30283760;male;77,0;63,0;23,9
14/03/2017;03:15;30401338;male;112,0;108,0;26,2
14/05/2014;16:00;30296991;female;78,0;65,0;21,0
07/06/2016;14:45;30373521;female;82,0;61,0;21,7
13/03/2017;22:00;30401338;male;83,0;81,0;26,2
07/02/2017;17:15;30398600;female;84,0;71,0;22,8
11/07/2016;12:15;30377408;female;99,0;78,0;22,4
12/07/2016;05:30;30377408;female;80,0;69,0;22,4
01/06/2015;17:15;30334547;male;109,0;85,0;29,7
30/06/2014;21:00;30302237;female;103,0;99,0;20,7
16/01/2014;04:15;30283760;male;76,0;74,0;23,9
08/06/2016;02:00;30373521;female;115,0;102,0;21,7
07/02/2017;21:30;30398600;female;95,0;82,0;22,8
01/03/2017;22:00;30400692;female;103,0;94,0;20,9
11/07/2016;18:30;30377408;female;105,0;82,0;22,4
12/07/2016;02:00;30377408;female;69,0;53,0;22,4
23/03/2017;15:00;30402755;female;90,0;77,0;26,1
08/06/2016;07:15;30373521;female;95,0;79,0;21,7
14/03/2017;06:15;30401338;male;82,0;67,0;26,2
06/10/2016;00:00;30385951;female;79,0;70,0;20,1
15/05/2014;03:45;30296991;female;52,0;51,0;21,0
22/09/2014;20:30;30310817;male;66,0;52,0;29,2
30/06/2014;15:15;30302237;female;68,0;57,0;20,7
30/06/2014;16:15;30302237;female;81,0;74,0;20,7
02/06/2015;03:15;30334547;male;97,0;89,0;29,7
15/01/2014;21:00;30283760;male;90,0;87,0;23,9
15/05/2014;07:30;30296991;female;75,0;70,0;21,0
08/02/2017;02:30;30398600;female;79,0;78,0;22,8
16/01/2014;01:00;30283760;male;88,0;84,0;23,9
16/04/2013;03:00;30254324;female;81,0;79,0;20,3
30/06/2014;19:15;30302237;female;97,0;91,0;20,7
14/03/2017;08:00;30401338;male;84,0;69,0;26,2
11/07/2016;17:30;30377408;female;81,0;64,0;22,4
07/06/2016;22:30;30373521;female;108,0;99,0;21,7
02/03/2017;03:45;30400692;female;88,0;74,0;20,9
02/06/2015;02:15;30334547;male;77,0;69,0;29,7
30/06/2014;22:30;30302237;female;57,0;57,0;20,7
05/10/2016;18:30;30385951;female;82,0;72,0;20,1
01/03/2017;12:15;30400692;female;116,0;94,0;20,9
15/01/2014;22:45;30283760;male;81,0;69,0;23,9
14/03/2017;01:30;30401338;male;124,0;121,0;26,2
06/10/2016;06:30;30385951;female;89,0;85,0;20,1
01/03/2017;14:30;30400692;female;92,0;76,0;20,9
24/03/2017;03:00;30402755;female;91,0;88,0;26,1
01/07/2014;04:30;30302237;female;74,0;62,0;20,7
08/02/2017;03:45;30398600;female;65,0;61,0;22,8
13/03/2017;12:45;30401338;male;108,0;91,0;26,2
15/01/2014;23:30;30283760;male;52,0;50,0;23,9
23/03/2017;13:30;30402755;female;105,0;87,0;26,1
06/10/2016;07:15;30385951;female;75,0;67,0;20,1
08/06/2016;06:15;30373521;female;66,0;53,0;21,7
16/04/2013;05:45;30254324;female;96,0;81,0;20,3
01/06/2015;19:00;30334547;male;99,0;83,0;29,7
02/03/2017;00:15;30400692;female;101,0;87,0;20,9
30/06/2014;12:45;30302237;female;71,0;60,0;20,7
11/07/2016;15:00;30377408;female;78,0;62,0;22,4
08/02/2017;03:15;30398600;female;70,0;65,0;22,8
11/07/2016;12:45;30377408;female;112,0;87,0;22,4
22/09/2014;19:30;30310817;male;89,0;77,0;29,2
23/03/2017;22:15;30402755;female;108,0;106,0;26,1
07/02/2017;20:15;30398600;female;95,0;84,0;22,8
07/02/2017;23:00;30398600;female;89,0;82,0;22,8
15/04/2013;20:45;30254324;female;102,0;83,0;20,3
02/06/2015;02:45;30334547;male;71,0;65,0;29,7
07/06/2016;11:15;30373521;female;128,0;97,0;21,7
22/09/2014;21:45;30310817;male;121,0;109,0;29,2
15/01/2014;19:30;30283760;male;85,0;84,0;23,9
13/03/2017;15:00;30401338;male;105,0;90,0;26,2
15/04/2013;16:15;30254324;female;88,0;75,0;20,3
07/06/2016;21:15;30373521;female;119,0;104,0;21,7
01/06/2015;23:30;30334547;male;80,0;73,0;29,7
23/09/2014;02:15;30310817;male;102,0;87,0;29,2
16/01/2014;09:00;30283760;male;59,0;48,0;23,9
23/03/2017;16:30;30402755;female;96,0;77,0;26,1
07/02/2017;17:30;30398600;female;72,0;60,0;22,8
01/03/2017;21:30;30400692;female;110,0;99,0;20,9
26/06/2013;12:30;30262145;male;93,0;83,0;31,0
02/06/2015;07:00;30334547;male;86,0;81,0;29,7
07/06/2016;23:45;30373521;female;103,0;92,0;21,7
14/05/2014;12:15;30296991;female;90,0;70,0;21,0
12/07/2016;05:15;30377408;female;71,0;61,0;22,4
16/04/2013;01:30;30254324;female;48,0;45,0;20,3
23/03/2017;23:30;30402755;female;77,0;73,0;26,1
01/07/2014;07:00;30302237;female;73,0;61,0;20,7
02/03/2017;02:45;30400692;female;78,0;65,0;20,9
13/03/2017;20:45;30401338;male;112,0;109,0;26,2
23/09/2014;02:30;30310817;male;111,0;99,0;29,2
01/03/2017;21:15;30400692;female;104,0;92,0;20,9
02/06/2015;05:15;30334547;male;84,0;78,0;29,7
15/04/2013;18:30;30254324;female;106,0;83,0;20,3
01/03/2017;18:15;30400692;female;110,0;91,0;20,9
15/01/2014;12:15;30283760;male;87,0;75,0;23,9
01/06/2015;18:45;30334547;male;99,0;81,0;29,7
15/01/2014;16:00;30283760;male;79,0;63,0;23,9
15/04/2013;17:00;30254324;female;94,0;75,0;20,3
26/06/2013;17:45;30262145;male;73,0;66,0;31,0
01/06/2015;12:45;30334547;male;70,0;56,0;29,7
23/03/2017;16:00;30402755;female;79,0;64,0;26,1
16/01/2014;03:45;30283760;male;55,0;53,0;23,9
24/03/2017;02:45;30402755;female;91,0;86,0;26,1
11/07/2016;13:00;30377408;female;88,0;71,0;22,4
01/03/2017;21:45;30400692;female;103,0;95,0;20,9
07/02/2017;23:15;30398600;female;80,0;75,0;22,8
12/07/2016;02:15;30377408;female;103,0;83,0;22,4
26/06/2013;18:00;30262145;male;79,0;82,0;31,0
30/06/2014;16:45;30302237;female;102,0;95,0;20,7
01/03/2017;13:30;30400692;female;109,0;91,0;20,9
26/06/2013;17:00;30262145;male;106,0;95,0;31,0
01/03/2017;23:45;30400692;female;102,0;89,0;20,9
15/04/2013;11:45;30254324;female;104,0;75,0;20,3
05/10/2016;11:15;30385951;female;109,0;86,0;20,1
07/06/2016;21:45;30373521;female;118,0;105,0;21,7
15/01/2014;16:45;30283760;male;71,0;58,0;23,9
23/03/2017;14:15;30402755;female;88,0;71,0;26,1
22/09/2014;16:15;30310817;male;106,0;88,0;29,2
06/10/2016;04:00;30385951;female;73,0;65,0;20,1
14/03/2017;07:30;30401338;male;83,0;66,0;26,2
15/01/2014;14:15;30283760;male;85,0;70,0;23,9
02/06/2015;03:45;30334547;male;111,0;106,0;29,7
06/10/2016;06:00;30385951;female;87,0;85,0;20,1
14/05/2014;17:30;30296991;female;95,0;78,0;21,0
15/04/2013;20:15;30254324;female;112,0;92,0;20,3
14/05/2014;14:45;30296991;female;72,0;58,0;21,0
30/06/2014;20:45;30302237;female;99,0;99,0;20,7
23/03/2017;21:00;30402755;female;101,0;84,0;26,1
01/06/2015;16:15;30334547;male;109,0;86,0;29,7
23/09/2014;01:45;30310817;male;72,0;62,0;29,2
22/09/2014;19:45;30310817;male;78,0;64,0;29,2
07/06/2016;11:45;30373521;female;125,0;95,0;21,7
23/03/2017;18:15;30402755;female;95,0;80,0;26,1
01/06/2015;16:45;30334547;male;102,0;83,0;29,7
15/04/2013;14:00;30254324;female;84,0;66,0;20,3
06/10/2016;02:15;30385951;female;73,0;65,0;20,1
23/03/2017;18:30;30402755;female;85,0;70,0;26,1
23/03/2017;23:15;30402755;female;76,0;73,0;26,1
13/03/2017;16:00;30401338;male;86,0;78,0;26,2
26/06/2013;14:00;30262145;male;87,0;75,0;31,0
11/07/2016;16:15;30377408;female;110,0;92,0;22,4
24/03/2017;06:15;30402755;female;86,0;74,0;26,1
15/05/2014;07:45;30296991;female;85,0;76,0;21,0
23/09/2014;04:30;30310817;male;95,0;84,0;29,2
16/01/2014;08:45;30283760;male;69,0;59,0;23,9
11/07/2016;20:00;30377408;female;104,0;86,0;22,4
23/03/2017;13:15;30402755;female;96,0;80,0;26,1
14/03/2017;06:00;30401338;male;84,0;69,0;26,2
05/10/2016;14:15;30385951;female;95,0;80,0;20,1
16/04/2013;03:30;30254324;female;101,0;86,0;20,3
01/06/2015;20:00;30334547;male;103,0;82,0;29,7
15/01/2014;15:45;30283760;male;59,0;49,0;23,9
23/09/2014;05:15;30310817;male;79,0;66,0;29,2
12/07/2016;02:30;30377408;female;108,0;87,0;22,4
13/03/2017;18:00;30401338;male;122,0;116,0;26,2
16/01/2014;00:30;30283760;male;96,0;92,0;23,9
15/05/2014;06:30;30296991;female;55,0;48,0;21,0
15/05/2014;04:30;30296991;female;58,0;56,0;21,0
08/06/2016;03:00;30373521;female;78,0;66,0;21,7
15/01/2014;14:30;30283760;male;84,0;71,0;23,9
05/10/2016;11:45;30385951;female;105,0;82,0;20,1
08/06/2016;06:30;30373521;female;72,0;58,0;21,7
30/06/2014;20:30;30302237;female;105,0;101,0;20,7
15/05/2014;05:45;30296991;female;79,0;73,0;21,0
27/06/2013;02:45;30262145;male;88,0;71,0;31,0
07/02/2017;14:30;30398600;female;83,0;68,0;22,8
15/05/2014;06:00;30296991;female;58,0;53,0;21,0
12/07/2016;01:00;30377408;female;74,0;60,0;22,4
08/06/2016;04:45;30373521;female;93,0;79,0;21,7
13/03/2017;23:15;30401338;male;97,0;93,0;26,2
02/03/2017;05:15;30400692;female;102,0;85,0;20,9
08/02/2017;07:45;30398600;female;68,0;60,0;22,8
11/07/2016;20:15;30377408;female;115,0;94,0;22,4
02/03/2017;03:15;30400692;female;70,0;58,0;20,9
13/03/2017;23:00;30401338;male;100,0;95,0;26,2
16/01/2014;04:30;30283760;male;86,0;86,0;23,9
16/04/2013;04:30;30254324;female;67,0;65,0;20,3
24/03/2017;00:00;30402755;female;117,0;110,0;26,1
24/03/2017;04:45;30402755;female;96,0;94,0;26,1
02/06/2015;02:00;30334547;male;94,0;83,0;29,7
23/03/2017;19:30;30402755;female;103,0;92,0;26,1
24/03/2017;08:15;30402755;female;81,0;74,0;26,1
05/10/2016;23:15;30385951;female;89,0;85,0;20,1
15/01/2014;21:45;30283760;male;74,0;69,0;23,9
26/06/2013;18:45;30262145;male;97,0;100,0;31,0
05/10/2016;15:15;30385951;female;95,0;79,0;20,1
01/06/2015;19:30;30334547;male;92,0;75,0;29,7
15/05/2014;05:15;30296991;female;85,0;84,0;21,0
01/06/2015;17:00;30334547;male;109,0;87,0;29,7
22/09/2014;15:15;30310817;male;69,0;57,0;29,2
05/10/2016;16:30;30385951;female;73,0;63,0;20,1
15/05/2014;02:15;30296991;female;93,0;89,0;21,0
22/09/2014;18:30;30310817;male;103,0;85,0;29,2
26/06/2013;18:30;30262145;male;92,0;97,0;31,0
30/06/2014;23:45;30302237;female;66,0;62,0;20,7
14/05/2014;13:45;30296991;female;79,0;61,0;21,0
06/10/2016;03:15;30385951;female;78,0;70,0;20,1
22/09/2014;12:30;30310817;male;84,0;65,0;29,2
01/03/2017;17:00;30400692;female;75,0;61,0;20,9
23/09/2014;03:00;30310817;male;95,0;89,0;29,2
15/04/2013;13:45;30254324;female;79,0;61,0;20,3
08/02/2017;06:15;30398600;female;68,0;67,0;22,8
16/01/2014;08:30;30283760;male;62,0;57,0;23,9
08/02/2017;05:30;30398600;female;85,0;86,0;22,8
15/04/2013;16:45;30254324;female;103,0;81,0;20,3
15/01/2014;20:00;30283760;male;75,0;72,0;23,9
02/03/2017;07:15;30400692;female;65,0;51,0;20,9
27/06/2013;00:15;30262145;male;85,0;75,0;31,0
14/05/2014;18:00;30296991;female;92,0;80,0;21,0
16/01/2014;03:30;30283760;male;65,0;64,0;23,9
11/07/2016;19:45;30377408;female;112,0;91,0;22,4
15/05/2014;07:15;30296991;female;77,0;71,0;21,0
07/02/2017;14:45;30398600;female;73,0;57,0;22,8
07/06/2016;18:30;30373521;female;117,0;88,0;21,7
13/03/2017;13:00;30401338;male;99,0;86,0;26,2
26/06/2013;22:00;30262145;male;92,0;95,0;31,0
05/10/2016;15:45;30385951;female;81,0;70,0;20,1
08/06/2016;06:45;30373521;female;70,0;56,0;21,7
23/09/2014;01:00;30310817;male;76,0;67,0;29,2
02/03/2017;06:00;30400692;female;74,0;61,0;20,9
16/04/2013;04:45;30254324;female;54,0;51,0;20,3
01/03/2017;15:00;30400692;female;87,0;70,0;20,9
16/01/2014;04:45;30283760;male;85,0;84,0;23,9
22/09/2014;21:15;30310817;male;101,0;83,0;29,2
26/06/2013;21:30;30262145;male;93,0;92,0;31,0
24/03/2017;05:00;30402755;female;99,0;96,0;26,1
06/10/2016;07:30;30385951;female;74,0;67,0;20,1
12/07/2016;02:45;30377408;female;105,0;91,0;22,4
07/02/2017;14:15;30398600;female;73,0;58,0;22,8
07/02/2017;13:00;30398600;female;86,0;66,0;22,8
15/04/2013;12:45;30254324;female;73,0;59,0;20,3
23/09/2014;04:00;30310817;male;93,0;87,0;29,2
27/06/2013;04:00;30262145;male;71,0;53,0;31,0
24/03/2017;02:00;30402755;female;82,0;75,0;26,1
23/03/2017;14:00;30402755;female;96,0;80,0;26,1
02/03/2017;04:15;30400692;female;87,0;74,0;20,9
16/01/2014;00:45;30283760;male;72,0;68,0;23,9
14/03/2017;04:45;30401338;male;105,0;94,0;26,2
22/09/2014;11:30;30310817;male;112,0;96,0;29,2
12/07/2016;00:30;30377408;female;115,0;94,0;22,4
24/03/2017;02:30;30402755;female;102,0;93,0;26,1
14/05/2014;16:15;30296991;female;80,0;73,0;21,0
16/04/2013;06:30;30254324;female;80,0;67,0;20,3
15/04/2013;18:00;30254324;female;94,0;75,0;20,3
01/07/2014;03:00;30302237;female;90,0;83,0;20,7
02/03/2017;07:00;30400692;female;65,0;51,0;20,9
30/06/2014;16:30;30302237;female;96,0;90,0;20,7
24/03/2017;01:15;30402755;female;77,0;70,0;26,1
22/09/2014;19:00;30310817;male;94,0;84,0;29,2
30/06/2014;20:00;30302237;female;97,0;96,0;20,7
01/06/2015;17:30;30334547;male;108,0;85,0;29,7
14/03/2017;03:30;30401338;male;107,0;102,0;26,2
13/03/2017;19:00;30401338;male;124,0;116,0;26,2
14/05/2014;23:30;30296991;female;80,0;72,0;21,0
16/01/2014;03:00;30283760;male;92,0;86,0;23,9
14/03/2017;00:15;30401338;male;111,0;109,0;26,2
11/07/2016;14:00;30377408;female;76,0;59,0;22,4
01/03/2017;17:15;30400692;female;78,0;64,0;20,9
27/06/2013;01:15;30262145;male;78,0;66,0;31,0
11/07/2016;15:15;30377408;female;78,0;62,0;22,4
14/05/2014;18:45;30296991;female;97,0;81,0;21,0
02/03/2017;02:15;30400692;female;87,0;73,0;20,9
15/01/2014;23:00;30283760;male;71,0;67,0;23,9
14/05/2014;23:15;30296991;female;63,0;60,0;21,0
05/10/2016;14:45;30385951;female;87,0;74,0;20,1
23/03/2017;13:00;30402755;female;101,0;86,0;26,1
13/03/2017;19:15;30401338;male;111,0;104,0;26,2
08/06/2016;00:00;30373521;female;103,0;90,0;21,7
12/07/2016;04:15;30377408;female;109,0;100,0;22,4
15/05/2014;06:15;30296991;female;59,0;51,0;21,0
08/06/2016;04:30;30373521;female;101,0;85,0;21,7
08/02/2017;01:45;30398600;female;67,0;62,0;22,8
24/03/2017;05:45;30402755;female;85,0;75,0;26,1
01/06/2015;22:15;30334547;male;99,0;90,0;29,7
15/01/2014;18:30;30283760;male;76,0;63,0;23,9
07/06/2016;12:45;30373521;female;91,0;68,0;21,7
22/09/2014;23:45;30310817;male;78,0;67,0;29,2
07/02/2017;22:45;30398600;female;85,0;81,0;22,8
01/06/2015;14:00;30334547;male;95,0;77,0;29,7
14/05/2014;11:30;30296991;female;94,0;75,0;21,0
14/05/2014;19:00;30296991;female;96,0;79,0;21,0
15/04/2013;20:00;30254324;female;107,0;86,0;20,3
16/04/2013;00:30;30254324;female;94,0;77,0;20,3
05/10/2016;22:15;30385951;female;105,0;99,0;20,1
15/05/2014;03:30;30296991;female;52,0;51,0;21,0
01/06/2015;21:45;30334547;male;112,0;101,0;29,7
30/06/2014;21:45;30302237;female;96,0;90,0;20,7
30/06/2014;13:30;30302237;female;86,0;69,0;20,7
27/06/2013;01:30;30262145;male;65,0;55,0;31,0
01/03/2017;23:00;30400692;female;105,0;95,0;20,9
23/09/2014;02:45;30310817;male;96,0;91,0;29,2
07/06/2016;16:45;30373521;female;105,0;79,0;21,7
08/06/2016;03:15;30373521;female;74,0;62,0;21,7
16/01/2014;05:45;30283760;male;61,0;54,0;23,9
01/06/2015;16:30;30334547;male;121,0;96,0;29,7
11/07/2016;22:30;30377408;female;106,0;89,0;22,4
05/10/2016;22:30;30385951;female;100,0;93,0;20,1
01/07/2014;03:15;30302237;female;82,0;75,0;20,7
07/06/2016;13:30;30373521;female;82,0;62,0;21,7
22/09/2014;23:15;30310817;male;74,0;65,0;29,2
01/07/2014;02:15;30302237;female;79,0;69,0;20,7
27/06/2013;07:00;30262145;male;62,0;48,0;31,0
01/06/2015;23:45;30334547;male;95,0;88,0;29,7
16/04/2013;02:00;30254324;female;59,0;42,0;20,3
02/06/2015;04:45;30334547;male;74,0;70,0;29,7
01/03/2017;13:15;30400692;female;115,0;95,0;20,9
16/04/2013;06:15;30254324;female;79,0;75,0;20,3
22/09/2014;17:15;30310817;male;91,0;79,0;29,2
02/06/2015;07:45;30334547;male;75,0;70,0;29,7
15/05/2014;05:30;30296991;female;86,0;79,0;21,0
12/07/2016;08:00;30377408;female;99,0;84,0;22,4
14/05/2014;18:15;30296991;female;96,0;82,0;21,0
14/05/2014;15:45;30296991;female;67,0;53,0;21,0
11/07/2016;12:30;30377408;female;90,0;70,0;22,4
16/01/2014;06:45;30283760;male;59,0;54,0;23,9
12/07/2016;07:00;30377408;female;83,0;72,0;22,4
14/05/2014;21:45;30296991;female;94,0;86,0;21,0
05/10/2016;21:15;30385951;female;105,0;99,0;20,1
26/06/2013;16:45;30262145;male;86,0;76,0;31,0
26/06/2013;11:45;30262145;male;102,0;87,0;31,0
06/10/2016;05:15;30385951;female;76,0;68,0;20,1
15/04/2013;13:15;30254324;female;98,0;74,0;20,3
30/06/2014;17:30;30302237;female;107,0;101,0;20,7
12/07/2016;01:30;30377408;female;75,0;59,0;22,4
01/07/2014;03:45;30302237;female;63,0;58,0;20,7
05/10/2016;13:15;30385951;female;97,0;80,0;20,1
01/06/2015;20:15;30334547;male;97,0;75,0;29,7
27/06/2013;07:45;30262145;male;68,0;51,0;31,0
15/01/2014;23:15;30283760;male;65,0;63,0;23,9
14/03/2017;07:45;30401338;male;89,0;72,0;26,2
08/06/2016;03:30;30373521;female;68,0;55,0;21,7
23/09/2014;07:00;30310817;male;79,0;65,0;29,2
08/02/2017;06:00;30398600;female;72,0;70,0;22,8
07/06/2016;13:45;30373521;female;99,0;76,0;21,7
08/06/2016;08:00;30373521;female;70,0;56,0;21,7
23/03/2017;20:00;30402755;female;78,0;70,0;26,1
16/01/2014;06:30;30283760;male;68,0;63,0;23,9
30/06/2014;22:15;30302237;female;60,0;60,0;20,7
05/10/2016;15:30;30385951;female;87,0;76,0;20,1
14/05/2014;22:45;30296991;female;76,0;73,0;21,0
11/07/2016;22:15;30377408;female;108,0;89,0;22,4
08/06/2016;04:15;30373521;female;100,0;81,0;21,7
23/09/2014;07:45;30310817;male;87,0;77,0;29,2
02/06/2015;07:15;30334547;male;79,0;74,0;29,7
14/03/2017;06:45;30401338;male;91,0;76,0;26,2
24/03/2017;01:30;30402755;female;77,0;70,0;26,1
30/06/2014;14:00;30302237;female;82,0;74,0;20,7
24/03/2017;08:45;30402755;female;85,0;75,0;26,1
11/07/2016;21:45;30377408;female;110,0;88,0;22,4
07/06/2016;20:45;30373521;female;113,0;101,0;21,7
07/06/2016;16:00;30373521;female;90,0;68,0;21,7
13/03/2017;15:30;30401338;male;100,0;91,0;26,2
11/07/2016;22:00;30377408;female;115,0;92,0;22,4
01/07/2014;02:30;30302237;female;88,0;79,0;20,7
23/09/2014;06:45;30310817;male;68,0;57,0;29,2
01/06/2015;21:00;30334547;male;118,0;101,0;29,7
13/03/2017;16:15;30401338;male;94,0;83,0;26,2
16/04/2013;07:00;30254324;female;60,0;48,0;20,3
01/06/2015;18:15;30334547;male;124,0;101,0;29,7
01/07/2014;01:30;30302237;female;65,0;62,0;20,7
13/03/2017;18:15;30401338;male;116,0;110,0;26,2
05/10/2016;19:00;30385951;female;94,0;81,0;20,1
07/06/2016;14:00;30373521;female;117,0;89,0;21,7
15/04/2013;23:30;30254324;female;103,0;96,0;20,3
08/06/2016;07:30;30373521;female;98,0;83,0;21,7
11/07/2016;16:45;30377408;female;105,0;96,0;22,4
06/10/2016;03:45;30385951;female;83,0;74,0;20,1
14/03/2017;03:45;30401338;male;103,0;97,0;26,2
05/10/2016;19:45;30385951;female;98,0;89,0;20,1
27/06/2013;05:45;30262145;male;79,0;64,0;31,0
23/09/2014;05:00;30310817;male;71,0;60,0;29,2
11/07/2016;15:30;30377408;female;93,0;76,0;22,4
22/09/2014;14:30;30310817;male;79,0;64,0;29,2
15/01/2014;14:45;30283760;male;70,0;57,0;23,9
08/06/2016;05:45;30373521;female;72,0;60,0;21,7
07/02/2017;22:15;30398600;female;85,0;80,0;22,8
01/07/2014;03:30;30302237;female;90,0;85,0;20,7
15/05/2014;05:00;30296991;female;92,0;85,0;21,0
16/04/2013;00:15;30254324;female;95,0;90,0;20,3
16/01/2014;07:00;30283760;male;59,0;53,0;23,9
05/10/2016;18:15;30385951;female;75,0;66,0;20,1
06/10/2016;05:00;30385951;female;77,0;71,0;20,1
02/06/2015;01:15;30334547;male;73,0;63,0;29,7
05/10/2016;23:00;30385951;female;105,0;100,0;20,1
05/10/2016;21:45;30385951;female;106,0;102,0;20,1
15/05/2014;00:45;30296991;female;86,0;87,0;21,0
01/03/2017;14:00;30400692;female;100,0;83,0;20,9
30/06/2014;14:45;30302237;female;67,0;55,0;20,7
22/09/2014;12:45;30310817;male;76,0;58,0;29,2
15/01/2014;12:30;30283760;male;77,0;63,0;23,9
05/10/2016;19:30;30385951;female;111,0;98,0;20,1
22/09/2014;15:45;30310817;male;101,0;91,0;29,2
